,School,Year,schoolyear,Race,Gender,Disadvantaged,ESOL,Disabled,Passed
1,Albemarle,2010,1,Black,Female,0,0,0,1
2,Albemarle,2010,1,Black,Female,0,0,0,1
3,Albemarle,2010,1,Black,Female,0,0,0,1
4,Albemarle,2010,1,Black,Female,0,0,0,1
5,Albemarle,2010,1,Black,Female,0,0,0,1
6,Albemarle,2010,1,Black,Female,0,0,0,1
7,Albemarle,2010,1,Black,Female,0,0,0,1
8,Albemarle,2010,1,Black,Female,0,0,0,0
9,Albemarle,2010,1,Black,Female,0,0,0,0
10,Albemarle,2010,1,Black,Female,0,0,0,0
11,Albemarle,2010,1,White,Female,0,0,0,1
12,Albemarle,2010,1,White,Female,0,0,0,1
13,Albemarle,2010,1,White,Female,0,0,0,1
14,Albemarle,2010,1,White,Female,0,0,0,1
15,Albemarle,2010,1,White,Female,0,0,0,1
16,Albemarle,2010,1,White,Female,0,0,0,1
17,Albemarle,2010,1,White,Female,0,0,0,1
18,Albemarle,2010,1,White,Female,0,0,0,1
19,Albemarle,2010,1,White,Female,0,0,0,1
20,Albemarle,2010,1,White,Female,0,0,0,1
21,Albemarle,2010,1,White,Female,0,0,0,1
22,Albemarle,2010,1,White,Female,0,0,0,1
23,Albemarle,2010,1,White,Female,0,0,0,1
24,Albemarle,2010,1,White,Female,0,0,0,1
25,Albemarle,2010,1,White,Female,0,0,0,1
26,Albemarle,2010,1,White,Female,0,0,0,1
27,Albemarle,2010,1,White,Female,0,0,0,1
28,Albemarle,2010,1,White,Female,0,0,0,1
29,Albemarle,2010,1,White,Female,0,0,0,1
30,Albemarle,2010,1,White,Female,0,0,0,1
31,Albemarle,2010,1,White,Female,0,0,0,1
32,Albemarle,2010,1,White,Female,0,0,0,1
33,Albemarle,2010,1,White,Female,0,0,0,1
34,Albemarle,2010,1,White,Female,0,0,0,1
35,Albemarle,2010,1,White,Female,0,0,0,1
36,Albemarle,2010,1,White,Female,0,0,0,1
37,Albemarle,2010,1,White,Female,0,0,0,1
38,Albemarle,2010,1,White,Female,0,0,0,1
39,Albemarle,2010,1,White,Female,0,0,0,1
40,Albemarle,2010,1,White,Female,0,0,0,1
41,Albemarle,2010,1,White,Female,0,0,0,1
42,Albemarle,2010,1,White,Female,0,0,0,1
43,Albemarle,2010,1,White,Female,0,0,0,1
44,Albemarle,2010,1,White,Female,0,0,0,1
45,Albemarle,2010,1,White,Female,0,0,0,1
46,Albemarle,2010,1,White,Female,0,0,0,1
47,Albemarle,2010,1,White,Female,0,0,0,1
48,Albemarle,2010,1,White,Female,0,0,0,1
49,Albemarle,2010,1,White,Female,0,0,0,1
50,Albemarle,2010,1,White,Female,0,0,0,1
51,Albemarle,2010,1,White,Female,0,0,0,1
52,Albemarle,2010,1,White,Female,0,0,0,1
53,Albemarle,2010,1,White,Female,0,0,0,1
54,Albemarle,2010,1,White,Female,0,0,0,1
55,Albemarle,2010,1,White,Female,0,0,0,1
56,Albemarle,2010,1,White,Female,0,0,0,1
57,Albemarle,2010,1,White,Female,0,0,0,1
58,Albemarle,2010,1,White,Female,0,0,0,1
59,Albemarle,2010,1,White,Female,0,0,0,1
60,Albemarle,2010,1,White,Female,0,0,0,1
61,Albemarle,2010,1,White,Female,0,0,0,1
62,Albemarle,2010,1,White,Female,0,0,0,1
63,Albemarle,2010,1,White,Female,0,0,0,1
64,Albemarle,2010,1,White,Female,0,0,0,1
65,Albemarle,2010,1,White,Female,0,0,0,1
66,Albemarle,2010,1,White,Female,0,0,0,1
67,Albemarle,2010,1,White,Female,0,0,0,1
68,Albemarle,2010,1,White,Female,0,0,0,1
69,Albemarle,2010,1,White,Female,0,0,0,1
70,Albemarle,2010,1,White,Female,0,0,0,1
71,Albemarle,2010,1,White,Female,0,0,0,1
72,Albemarle,2010,1,White,Female,0,0,0,1
73,Albemarle,2010,1,White,Female,0,0,0,1
74,Albemarle,2010,1,White,Female,0,0,0,1
75,Albemarle,2010,1,White,Female,0,0,0,1
76,Albemarle,2010,1,White,Female,0,0,0,1
77,Albemarle,2010,1,White,Female,0,0,0,1
78,Albemarle,2010,1,White,Female,0,0,0,1
79,Albemarle,2010,1,White,Female,0,0,0,1
80,Albemarle,2010,1,White,Female,0,0,0,1
81,Albemarle,2010,1,White,Female,0,0,0,1
82,Albemarle,2010,1,White,Female,0,0,0,1
83,Albemarle,2010,1,White,Female,0,0,0,1
84,Albemarle,2010,1,White,Female,0,0,0,1
85,Albemarle,2010,1,White,Female,0,0,0,1
86,Albemarle,2010,1,White,Female,0,0,0,1
87,Albemarle,2010,1,White,Female,0,0,0,1
88,Albemarle,2010,1,White,Female,0,0,0,1
89,Albemarle,2010,1,White,Female,0,0,0,1
90,Albemarle,2010,1,White,Female,0,0,0,1
91,Albemarle,2010,1,White,Female,0,0,0,1
92,Albemarle,2010,1,White,Female,0,0,0,1
93,Albemarle,2010,1,White,Female,0,0,0,1
94,Albemarle,2010,1,White,Female,0,0,0,1
95,Albemarle,2010,1,White,Female,0,0,0,1
96,Albemarle,2010,1,White,Female,0,0,0,1
97,Albemarle,2010,1,White,Female,0,0,0,1
98,Albemarle,2010,1,White,Female,0,0,0,1
99,Albemarle,2010,1,White,Female,0,0,0,1
100,Albemarle,2010,1,White,Female,0,0,0,1
101,Albemarle,2010,1,White,Female,0,0,0,1
102,Albemarle,2010,1,White,Female,0,0,0,1
103,Albemarle,2010,1,White,Female,0,0,0,1
104,Albemarle,2010,1,White,Female,0,0,0,1
105,Albemarle,2010,1,White,Female,0,0,0,1
106,Albemarle,2010,1,White,Female,0,0,0,1
107,Albemarle,2010,1,White,Female,0,0,0,1
108,Albemarle,2010,1,White,Female,0,0,0,1
109,Albemarle,2010,1,White,Female,0,0,0,0
110,Albemarle,2010,1,White,Female,0,0,0,0
111,Albemarle,2010,1,White,Female,0,0,0,0
112,Albemarle,2010,1,White,Female,0,0,0,0
113,Albemarle,2010,1,White,Male,0,0,0,1
114,Albemarle,2010,1,White,Male,0,0,0,1
115,Albemarle,2010,1,White,Male,0,0,0,1
116,Albemarle,2010,1,White,Male,0,0,0,1
117,Albemarle,2010,1,White,Male,0,0,0,1
118,Albemarle,2010,1,White,Male,0,0,0,1
119,Albemarle,2010,1,White,Male,0,0,0,1
120,Albemarle,2010,1,White,Male,0,0,0,1
121,Albemarle,2010,1,White,Male,0,0,0,1
122,Albemarle,2010,1,White,Male,0,0,0,1
123,Albemarle,2010,1,White,Male,0,0,0,1
124,Albemarle,2010,1,White,Male,0,0,0,1
125,Albemarle,2010,1,White,Male,0,0,0,1
126,Albemarle,2010,1,White,Male,0,0,0,1
127,Albemarle,2010,1,White,Male,0,0,0,1
128,Albemarle,2010,1,White,Male,0,0,0,1
129,Albemarle,2010,1,White,Male,0,0,0,1
130,Albemarle,2010,1,White,Male,0,0,0,1
131,Albemarle,2010,1,White,Male,0,0,0,1
132,Albemarle,2010,1,White,Male,0,0,0,1
133,Albemarle,2010,1,White,Male,0,0,0,1
134,Albemarle,2010,1,White,Male,0,0,0,1
135,Albemarle,2010,1,White,Male,0,0,0,1
136,Albemarle,2010,1,White,Male,0,0,0,1
137,Albemarle,2010,1,White,Male,0,0,0,1
138,Albemarle,2010,1,White,Male,0,0,0,1
139,Albemarle,2010,1,White,Male,0,0,0,1
140,Albemarle,2010,1,White,Male,0,0,0,1
141,Albemarle,2010,1,White,Male,0,0,0,1
142,Albemarle,2010,1,White,Male,0,0,0,1
143,Albemarle,2010,1,White,Male,0,0,0,1
144,Albemarle,2010,1,White,Male,0,0,0,1
145,Albemarle,2010,1,White,Male,0,0,0,1
146,Albemarle,2010,1,White,Male,0,0,0,1
147,Albemarle,2010,1,White,Male,0,0,0,1
148,Albemarle,2010,1,White,Male,0,0,0,1
149,Albemarle,2010,1,White,Male,0,0,0,1
150,Albemarle,2010,1,White,Male,0,0,0,1
151,Albemarle,2010,1,White,Male,0,0,0,1
152,Albemarle,2010,1,White,Male,0,0,0,1
153,Albemarle,2010,1,White,Male,0,0,0,1
154,Albemarle,2010,1,White,Male,0,0,0,1
155,Albemarle,2010,1,White,Male,0,0,0,1
156,Albemarle,2010,1,White,Male,0,0,0,1
157,Albemarle,2010,1,White,Male,0,0,0,1
158,Albemarle,2010,1,White,Male,0,0,0,1
159,Albemarle,2010,1,White,Male,0,0,0,1
160,Albemarle,2010,1,White,Male,0,0,0,1
161,Albemarle,2010,1,White,Male,0,0,0,1
162,Albemarle,2010,1,White,Male,0,0,0,1
163,Albemarle,2010,1,White,Male,0,0,0,1
164,Albemarle,2010,1,White,Male,0,0,0,1
165,Albemarle,2010,1,White,Male,0,0,0,1
166,Albemarle,2010,1,White,Male,0,0,0,1
167,Albemarle,2010,1,White,Male,0,0,0,1
168,Albemarle,2010,1,White,Male,0,0,0,1
169,Albemarle,2010,1,White,Male,0,0,0,1
170,Albemarle,2010,1,White,Male,0,0,0,1
171,Albemarle,2010,1,White,Male,0,0,0,1
172,Albemarle,2010,1,White,Male,0,0,0,1
173,Albemarle,2010,1,White,Male,0,0,0,1
174,Albemarle,2010,1,White,Male,0,0,0,1
175,Albemarle,2010,1,White,Male,0,0,0,1
176,Albemarle,2010,1,White,Male,0,0,0,1
177,Albemarle,2010,1,White,Male,0,0,0,1
178,Albemarle,2010,1,White,Male,0,0,0,1
179,Albemarle,2010,1,White,Male,0,0,0,1
180,Albemarle,2010,1,White,Male,0,0,0,1
181,Albemarle,2010,1,White,Male,0,0,0,1
182,Albemarle,2010,1,White,Male,0,0,0,1
183,Albemarle,2010,1,White,Male,0,0,0,1
184,Albemarle,2010,1,White,Male,0,0,0,0
185,Albemarle,2010,1,White,Male,0,0,1,1
186,Albemarle,2010,1,White,Male,0,0,1,1
187,Albemarle,2010,1,White,Male,0,0,1,1
188,Albemarle,2010,1,White,Male,0,0,1,1
189,Albemarle,2010,1,White,Male,0,0,1,1
190,Albemarle,2010,1,White,Male,0,0,1,1
191,Albemarle,2010,1,White,Male,0,0,1,1
192,Albemarle,2010,1,White,Male,0,0,1,1
193,Albemarle,2010,1,White,Male,0,0,1,1
194,Albemarle,2010,1,White,Male,0,0,1,1
195,Albemarle,2010,1,White,Male,0,0,1,1
196,Albemarle,2010,1,White,Male,0,0,1,1
197,Albemarle,2010,1,White,Male,0,0,1,1
198,Albemarle,2010,1,White,Male,0,0,1,1
199,Albemarle,2010,1,White,Male,0,0,1,1
200,Albemarle,2010,1,White,Male,0,0,1,1
201,Albemarle,2010,1,White,Male,0,0,1,1
202,Monticello,2010,21,Black,Female,0,0,0,1
203,Monticello,2010,21,Black,Female,0,0,0,1
204,Monticello,2010,21,Black,Female,0,0,0,1
205,Monticello,2010,21,Black,Female,0,0,0,1
206,Monticello,2010,21,Black,Female,0,0,0,1
207,Monticello,2010,21,Black,Female,0,0,0,1
208,Monticello,2010,21,Black,Female,0,0,0,1
209,Monticello,2010,21,Black,Female,0,0,0,1
210,Monticello,2010,21,Black,Female,0,0,0,1
211,Monticello,2010,21,Black,Female,0,0,0,1
212,Monticello,2010,21,Black,Female,0,0,0,1
213,Monticello,2010,21,Black,Female,0,0,0,1
214,Monticello,2010,21,Black,Female,0,0,0,1
215,Monticello,2010,21,Black,Female,0,0,0,0
216,Monticello,2010,21,Black,Female,0,0,0,0
217,Monticello,2010,21,Black,Male,0,0,0,1
218,Monticello,2010,21,Black,Male,0,0,0,1
219,Monticello,2010,21,Black,Male,0,0,0,1
220,Monticello,2010,21,Black,Male,0,0,0,1
221,Monticello,2010,21,Black,Male,0,0,0,1
222,Monticello,2010,21,Black,Male,0,0,0,1
223,Monticello,2010,21,Black,Male,0,0,0,1
224,Monticello,2010,21,Black,Male,0,0,0,1
225,Monticello,2010,21,Black,Male,0,0,0,1
226,Monticello,2010,21,Black,Male,0,0,0,1
227,Monticello,2010,21,Black,Male,0,0,0,1
228,Monticello,2010,21,Black,Male,0,0,0,1
229,Monticello,2010,21,Black,Male,0,0,0,1
230,Monticello,2010,21,Black,Male,0,0,0,0
231,Monticello,2010,21,Black,Male,0,0,0,0
232,Monticello,2010,21,White,Female,0,0,0,1
233,Monticello,2010,21,White,Female,0,0,0,1
234,Monticello,2010,21,White,Female,0,0,0,1
235,Monticello,2010,21,White,Female,0,0,0,1
236,Monticello,2010,21,White,Female,0,0,0,1
237,Monticello,2010,21,White,Female,0,0,0,1
238,Monticello,2010,21,White,Female,0,0,0,1
239,Monticello,2010,21,White,Female,0,0,0,1
240,Monticello,2010,21,White,Female,0,0,0,1
241,Monticello,2010,21,White,Female,0,0,0,1
242,Monticello,2010,21,White,Female,0,0,0,1
243,Monticello,2010,21,White,Female,0,0,0,1
244,Monticello,2010,21,White,Female,0,0,0,1
245,Monticello,2010,21,White,Female,0,0,0,1
246,Monticello,2010,21,White,Female,0,0,0,1
247,Monticello,2010,21,White,Female,0,0,0,1
248,Monticello,2010,21,White,Female,0,0,0,1
249,Monticello,2010,21,White,Female,0,0,0,1
250,Monticello,2010,21,White,Female,0,0,0,1
251,Monticello,2010,21,White,Female,0,0,0,1
252,Monticello,2010,21,White,Female,0,0,0,1
253,Monticello,2010,21,White,Female,0,0,0,1
254,Monticello,2010,21,White,Female,0,0,0,1
255,Monticello,2010,21,White,Female,0,0,0,1
256,Monticello,2010,21,White,Female,0,0,0,1
257,Monticello,2010,21,White,Female,0,0,0,1
258,Monticello,2010,21,White,Female,0,0,0,1
259,Monticello,2010,21,White,Female,0,0,0,1
260,Monticello,2010,21,White,Female,0,0,0,1
261,Monticello,2010,21,White,Female,0,0,0,1
262,Monticello,2010,21,White,Female,0,0,0,1
263,Monticello,2010,21,White,Female,0,0,0,1
264,Monticello,2010,21,White,Female,0,0,0,1
265,Monticello,2010,21,White,Female,0,0,0,1
266,Monticello,2010,21,White,Female,0,0,0,1
267,Monticello,2010,21,White,Female,0,0,0,1
268,Monticello,2010,21,White,Female,0,0,0,1
269,Monticello,2010,21,White,Female,0,0,0,1
270,Monticello,2010,21,White,Female,0,0,0,1
271,Monticello,2010,21,White,Female,0,0,0,1
272,Monticello,2010,21,White,Female,0,0,0,1
273,Monticello,2010,21,White,Female,0,0,0,1
274,Monticello,2010,21,White,Female,0,0,0,1
275,Monticello,2010,21,White,Female,0,0,0,1
276,Monticello,2010,21,White,Female,0,0,0,1
277,Monticello,2010,21,White,Female,0,0,0,1
278,Monticello,2010,21,White,Female,0,0,0,1
279,Monticello,2010,21,White,Female,0,0,0,1
280,Monticello,2010,21,White,Female,0,0,0,1
281,Monticello,2010,21,White,Female,0,0,0,1
282,Monticello,2010,21,White,Female,0,0,0,1
283,Monticello,2010,21,White,Female,0,0,0,1
284,Monticello,2010,21,White,Female,0,0,0,1
285,Monticello,2010,21,White,Female,0,0,0,1
286,Monticello,2010,21,White,Female,0,0,0,1
287,Monticello,2010,21,White,Female,0,0,0,1
288,Monticello,2010,21,White,Female,0,0,0,1
289,Monticello,2010,21,White,Female,0,0,0,1
290,Monticello,2010,21,White,Female,0,0,0,1
291,Monticello,2010,21,White,Female,0,0,0,1
292,Monticello,2010,21,White,Female,0,0,0,1
293,Monticello,2010,21,White,Female,0,0,0,1
294,Monticello,2010,21,White,Female,0,0,0,1
295,Monticello,2010,21,White,Female,0,0,0,1
296,Monticello,2010,21,White,Female,0,0,0,1
297,Monticello,2010,21,White,Female,0,0,0,1
298,Monticello,2010,21,White,Female,0,0,0,0
299,Monticello,2010,21,White,Male,0,0,0,1
300,Monticello,2010,21,White,Male,0,0,0,1
301,Monticello,2010,21,White,Male,0,0,0,1
302,Monticello,2010,21,White,Male,0,0,0,1
303,Monticello,2010,21,White,Male,0,0,0,1
304,Monticello,2010,21,White,Male,0,0,0,1
305,Monticello,2010,21,White,Male,0,0,0,1
306,Monticello,2010,21,White,Male,0,0,0,1
307,Monticello,2010,21,White,Male,0,0,0,1
308,Monticello,2010,21,White,Male,0,0,0,1
309,Monticello,2010,21,White,Male,0,0,0,1
310,Monticello,2010,21,White,Male,0,0,0,1
311,Monticello,2010,21,White,Male,0,0,0,1
312,Monticello,2010,21,White,Male,0,0,0,1
313,Monticello,2010,21,White,Male,0,0,0,1
314,Monticello,2010,21,White,Male,0,0,0,1
315,Monticello,2010,21,White,Male,0,0,0,1
316,Monticello,2010,21,White,Male,0,0,0,1
317,Monticello,2010,21,White,Male,0,0,0,1
318,Monticello,2010,21,White,Male,0,0,0,1
319,Monticello,2010,21,White,Male,0,0,0,1
320,Monticello,2010,21,White,Male,0,0,0,1
321,Monticello,2010,21,White,Male,0,0,0,1
322,Monticello,2010,21,White,Male,0,0,0,1
323,Monticello,2010,21,White,Male,0,0,0,1
324,Monticello,2010,21,White,Male,0,0,0,1
325,Monticello,2010,21,White,Male,0,0,0,1
326,Monticello,2010,21,White,Male,0,0,0,1
327,Monticello,2010,21,White,Male,0,0,0,1
328,Monticello,2010,21,White,Male,0,0,0,1
329,Monticello,2010,21,White,Male,0,0,0,1
330,Monticello,2010,21,White,Male,0,0,0,1
331,Monticello,2010,21,White,Male,0,0,0,1
332,Monticello,2010,21,White,Male,0,0,0,1
333,Monticello,2010,21,White,Male,0,0,0,1
334,Monticello,2010,21,White,Male,0,0,0,1
335,Monticello,2010,21,White,Male,0,0,0,1
336,Monticello,2010,21,White,Male,0,0,0,1
337,Monticello,2010,21,White,Male,0,0,0,1
338,Monticello,2010,21,White,Male,0,0,0,1
339,Monticello,2010,21,White,Male,0,0,0,1
340,Monticello,2010,21,White,Male,0,0,0,1
341,Monticello,2010,21,White,Male,0,0,0,1
342,Monticello,2010,21,White,Male,0,0,0,1
343,Monticello,2010,21,White,Male,0,0,0,1
344,Monticello,2010,21,White,Male,0,0,0,1
345,Monticello,2010,21,White,Male,0,0,0,1
346,Monticello,2010,21,White,Male,0,0,0,1
347,Monticello,2010,21,White,Male,0,0,0,1
348,Monticello,2010,21,White,Male,0,0,0,1
349,Monticello,2010,21,White,Male,0,0,0,1
350,Monticello,2010,21,White,Male,0,0,0,1
351,Monticello,2010,21,White,Male,0,0,0,1
352,Monticello,2010,21,White,Male,0,0,0,0
353,Monticello,2010,21,White,Male,0,0,0,0
354,Monticello,2010,21,White,Male,0,0,0,0
355,Monticello,2010,21,White,Male,0,0,0,0
356,Monticello,2010,21,White,Female,0,0,1,1
357,Monticello,2010,21,White,Female,0,0,1,1
358,Monticello,2010,21,White,Female,0,0,1,1
359,Monticello,2010,21,White,Female,0,0,1,1
360,Monticello,2010,21,White,Female,0,0,1,1
361,Monticello,2010,21,White,Female,0,0,1,1
362,Monticello,2010,21,White,Female,0,0,1,1
363,Monticello,2010,21,White,Female,0,0,1,1
364,Monticello,2010,21,White,Female,0,0,1,1
365,Monticello,2010,21,White,Female,0,0,1,0
366,Monticello,2010,21,White,Female,0,0,1,0
367,Monticello,2010,21,White,Female,0,0,1,0
368,Monticello,2010,21,White,Male,0,0,1,1
369,Monticello,2010,21,White,Male,0,0,1,1
370,Monticello,2010,21,White,Male,0,0,1,1
371,Monticello,2010,21,White,Male,0,0,1,1
372,Monticello,2010,21,White,Male,0,0,1,1
373,Monticello,2010,21,White,Male,0,0,1,1
374,Monticello,2010,21,White,Male,0,0,1,1
375,Monticello,2010,21,White,Male,0,0,1,1
376,Monticello,2010,21,White,Male,0,0,1,1
377,Monticello,2010,21,White,Male,0,0,1,1
378,Monticello,2010,21,White,Male,0,0,1,1
379,Monticello,2010,21,Black,Female,1,0,0,1
380,Monticello,2010,21,Black,Female,1,0,0,1
381,Monticello,2010,21,Black,Female,1,0,0,1
382,Monticello,2010,21,Black,Female,1,0,0,1
383,Monticello,2010,21,Black,Female,1,0,0,1
384,Monticello,2010,21,Black,Female,1,0,0,1
385,Monticello,2010,21,Black,Female,1,0,0,1
386,Monticello,2010,21,Black,Female,1,0,0,1
387,Monticello,2010,21,Black,Female,1,0,0,1
388,Monticello,2010,21,Black,Female,1,0,0,1
389,Monticello,2010,21,White,Female,1,0,0,1
390,Monticello,2010,21,White,Female,1,0,0,1
391,Monticello,2010,21,White,Female,1,0,0,1
392,Monticello,2010,21,White,Female,1,0,0,1
393,Monticello,2010,21,White,Female,1,0,0,1
394,Monticello,2010,21,White,Female,1,0,0,1
395,Monticello,2010,21,White,Female,1,0,0,1
396,Monticello,2010,21,White,Female,1,0,0,1
397,Monticello,2010,21,White,Female,1,0,0,1
398,Monticello,2010,21,White,Female,1,0,0,1
399,Monticello,2010,21,White,Female,1,0,0,1
400,Monticello,2010,21,White,Female,1,0,0,1
401,Monticello,2010,21,White,Female,1,0,0,1
402,Monticello,2010,21,White,Female,1,0,0,1
403,Monticello,2010,21,White,Female,1,0,0,1
404,Monticello,2010,21,White,Female,1,0,0,1
405,Monticello,2010,21,White,Female,1,0,0,1
406,Monticello,2010,21,White,Female,1,0,0,1
407,Western,2010,31,White,Female,0,0,0,1
408,Western,2010,31,White,Female,0,0,0,1
409,Western,2010,31,White,Female,0,0,0,1
410,Western,2010,31,White,Female,0,0,0,1
411,Western,2010,31,White,Female,0,0,0,1
412,Western,2010,31,White,Female,0,0,0,1
413,Western,2010,31,White,Female,0,0,0,1
414,Western,2010,31,White,Female,0,0,0,1
415,Western,2010,31,White,Female,0,0,0,1
416,Western,2010,31,White,Female,0,0,0,1
417,Western,2010,31,White,Female,0,0,0,1
418,Western,2010,31,White,Female,0,0,0,1
419,Western,2010,31,White,Female,0,0,0,1
420,Western,2010,31,White,Female,0,0,0,1
421,Western,2010,31,White,Female,0,0,0,1
422,Western,2010,31,White,Female,0,0,0,1
423,Western,2010,31,White,Female,0,0,0,1
424,Western,2010,31,White,Female,0,0,0,1
425,Western,2010,31,White,Female,0,0,0,1
426,Western,2010,31,White,Female,0,0,0,1
427,Western,2010,31,White,Female,0,0,0,1
428,Western,2010,31,White,Female,0,0,0,1
429,Western,2010,31,White,Female,0,0,0,1
430,Western,2010,31,White,Female,0,0,0,1
431,Western,2010,31,White,Female,0,0,0,1
432,Western,2010,31,White,Female,0,0,0,1
433,Western,2010,31,White,Female,0,0,0,1
434,Western,2010,31,White,Female,0,0,0,1
435,Western,2010,31,White,Female,0,0,0,1
436,Western,2010,31,White,Female,0,0,0,1
437,Western,2010,31,White,Female,0,0,0,1
438,Western,2010,31,White,Female,0,0,0,1
439,Western,2010,31,White,Female,0,0,0,1
440,Western,2010,31,White,Female,0,0,0,1
441,Western,2010,31,White,Female,0,0,0,1
442,Western,2010,31,White,Female,0,0,0,1
443,Western,2010,31,White,Female,0,0,0,1
444,Western,2010,31,White,Female,0,0,0,1
445,Western,2010,31,White,Female,0,0,0,1
446,Western,2010,31,White,Female,0,0,0,1
447,Western,2010,31,White,Female,0,0,0,1
448,Western,2010,31,White,Female,0,0,0,1
449,Western,2010,31,White,Female,0,0,0,1
450,Western,2010,31,White,Female,0,0,0,1
451,Western,2010,31,White,Female,0,0,0,1
452,Western,2010,31,White,Female,0,0,0,1
453,Western,2010,31,White,Female,0,0,0,1
454,Western,2010,31,White,Female,0,0,0,1
455,Western,2010,31,White,Female,0,0,0,1
456,Western,2010,31,White,Female,0,0,0,1
457,Western,2010,31,White,Female,0,0,0,1
458,Western,2010,31,White,Female,0,0,0,1
459,Western,2010,31,White,Female,0,0,0,1
460,Western,2010,31,White,Female,0,0,0,1
461,Western,2010,31,White,Female,0,0,0,1
462,Western,2010,31,White,Female,0,0,0,1
463,Western,2010,31,White,Female,0,0,0,1
464,Western,2010,31,White,Female,0,0,0,1
465,Western,2010,31,White,Female,0,0,0,1
466,Western,2010,31,White,Female,0,0,0,1
467,Western,2010,31,White,Female,0,0,0,1
468,Western,2010,31,White,Female,0,0,0,1
469,Western,2010,31,White,Female,0,0,0,1
470,Western,2010,31,White,Female,0,0,0,1
471,Western,2010,31,White,Female,0,0,0,1
472,Western,2010,31,White,Female,0,0,0,1
473,Western,2010,31,White,Female,0,0,0,1
474,Western,2010,31,White,Female,0,0,0,1
475,Western,2010,31,White,Female,0,0,0,1
476,Western,2010,31,White,Female,0,0,0,1
477,Western,2010,31,White,Female,0,0,0,1
478,Western,2010,31,White,Female,0,0,0,1
479,Western,2010,31,White,Female,0,0,0,1
480,Western,2010,31,White,Female,0,0,0,1
481,Western,2010,31,White,Female,0,0,0,1
482,Western,2010,31,White,Female,0,0,0,1
483,Western,2010,31,White,Female,0,0,0,1
484,Western,2010,31,White,Female,0,0,0,1
485,Western,2010,31,White,Female,0,0,0,1
486,Western,2010,31,White,Female,0,0,0,1
487,Western,2010,31,White,Female,0,0,0,1
488,Western,2010,31,White,Female,0,0,0,1
489,Western,2010,31,White,Female,0,0,0,1
490,Western,2010,31,White,Female,0,0,0,1
491,Western,2010,31,White,Female,0,0,0,1
492,Western,2010,31,White,Female,0,0,0,0
493,Western,2010,31,White,Male,0,0,0,1
494,Western,2010,31,White,Male,0,0,0,1
495,Western,2010,31,White,Male,0,0,0,1
496,Western,2010,31,White,Male,0,0,0,1
497,Western,2010,31,White,Male,0,0,0,1
498,Western,2010,31,White,Male,0,0,0,1
499,Western,2010,31,White,Male,0,0,0,1
500,Western,2010,31,White,Male,0,0,0,1
501,Western,2010,31,White,Male,0,0,0,1
502,Western,2010,31,White,Male,0,0,0,1
503,Western,2010,31,White,Male,0,0,0,1
504,Western,2010,31,White,Male,0,0,0,1
505,Western,2010,31,White,Male,0,0,0,1
506,Western,2010,31,White,Male,0,0,0,1
507,Western,2010,31,White,Male,0,0,0,1
508,Western,2010,31,White,Male,0,0,0,1
509,Western,2010,31,White,Male,0,0,0,1
510,Western,2010,31,White,Male,0,0,0,1
511,Western,2010,31,White,Male,0,0,0,1
512,Western,2010,31,White,Male,0,0,0,1
513,Western,2010,31,White,Male,0,0,0,1
514,Western,2010,31,White,Male,0,0,0,1
515,Western,2010,31,White,Male,0,0,0,1
516,Western,2010,31,White,Male,0,0,0,1
517,Western,2010,31,White,Male,0,0,0,1
518,Western,2010,31,White,Male,0,0,0,1
519,Western,2010,31,White,Male,0,0,0,1
520,Western,2010,31,White,Male,0,0,0,1
521,Western,2010,31,White,Male,0,0,0,1
522,Western,2010,31,White,Male,0,0,0,1
523,Western,2010,31,White,Male,0,0,0,1
524,Western,2010,31,White,Male,0,0,0,1
525,Western,2010,31,White,Male,0,0,0,1
526,Western,2010,31,White,Male,0,0,0,1
527,Western,2010,31,White,Male,0,0,0,1
528,Western,2010,31,White,Male,0,0,0,1
529,Western,2010,31,White,Male,0,0,0,1
530,Western,2010,31,White,Male,0,0,0,1
531,Western,2010,31,White,Male,0,0,0,1
532,Western,2010,31,White,Male,0,0,0,1
533,Western,2010,31,White,Male,0,0,0,1
534,Western,2010,31,White,Male,0,0,0,1
535,Western,2010,31,White,Male,0,0,0,1
536,Western,2010,31,White,Male,0,0,0,1
537,Western,2010,31,White,Male,0,0,0,1
538,Western,2010,31,White,Male,0,0,0,1
539,Western,2010,31,White,Male,0,0,0,1
540,Western,2010,31,White,Male,0,0,0,1
541,Western,2010,31,White,Male,0,0,0,1
542,Western,2010,31,White,Male,0,0,0,1
543,Western,2010,31,White,Male,0,0,0,1
544,Western,2010,31,White,Male,0,0,0,1
545,Western,2010,31,White,Male,0,0,0,1
546,Western,2010,31,White,Male,0,0,0,1
547,Western,2010,31,White,Male,0,0,0,1
548,Western,2010,31,White,Male,0,0,0,1
549,Western,2010,31,White,Male,0,0,0,1
550,Western,2010,31,White,Male,0,0,0,1
551,Western,2010,31,White,Male,0,0,0,1
552,Western,2010,31,White,Male,0,0,0,1
553,Western,2010,31,White,Male,0,0,0,1
554,Western,2010,31,White,Male,0,0,0,1
555,Western,2010,31,White,Male,0,0,0,1
556,Western,2010,31,White,Male,0,0,0,1
557,Western,2010,31,White,Male,0,0,0,1
558,Western,2010,31,White,Male,0,0,0,1
559,Western,2010,31,White,Male,0,0,0,1
560,Western,2010,31,White,Male,0,0,0,1
